language,filename,blank,comment,code,"github.com/AlDanial/cloc v 1.98  T=3.12 s (577.6 files/s 139666.9 lines/s)"
Text,./lib/nuget/LICENSE.txt,27,0,150
Razor,./BlogEngine/BlogEngine.NET/Custom/Widgets/LinkList/edit.cshtml,7,1,149
SQL,./BlogEngine/BlogEngine.NET/setup/SQL_CE/Archive/SQL_CE_UpgradeFrom2.5to2.6.sql,21,26,149
C#,./BlogEngine/BlogEngine.Core/Services/FileSystem/Directory.cs,32,107,148
Razor,./BlogEngine/BlogEngine.NET/admin/app/editor/editpage.cshtml,0,1,147
C#,./BlogEngine/BlogEngine.NET/page.aspx.cs,25,33,147
C#,./BlogEngine/BlogEngine.NET/Custom/Controls/PostList.ascx.cs,39,44,146
CSS,./BlogEngine/BlogEngine.NET/admin/editors/tinymce/skins/lightgray/content.min.css,27,1,146
C#,./BlogEngine/BlogEngine.Core/Data/PageRepository.cs,32,36,145
C#,./BlogEngine/BlogEngine.Core/Web/Scripting/PageHeader.cs,18,18,143
C#,./BlogEngine/BlogEngine.NET/AppCode/Api/PackagesController.cs,20,0,142
XML,./BlogEngine/BlogEngine.NET/App_Data/rights.xml,0,0,142
C#,./BlogEngine/BlogEngine.Core/Web/Controls/CommentViewBase.cs,28,88,141
JavaScript,./BlogEngine/BlogEngine.NET/admin/app/editor/filemanagerController.js,11,2,141
C#,./BlogEngine/BlogEngine.NET/AppCode/Controls/WidgetContainer.cs,36,86,140
HTML,./BlogEngine/BlogEngine.NET/admin/app/custom/plugins/pluginView.html,0,0,137
HTML,./BlogEngine/BlogEngine.NET/admin/app/custom/themes/themeView.html,0,0,137
C#,./BlogEngine/BlogEngine.NET/Custom/Extensions/Recaptcha/Recaptcha.cs,33,20,136
C#,./BlogEngine/BlogEngine.NET/AppCode/Api/UploadController.cs,23,5,134
MSBuild script,./BlogEngine/BlogEngine.Tests/BlogEngine.Tests.csproj,0,7,134
C#,./BlogEngine/BlogEngine.Core/Web/HttpModules/CompressionModule.cs,33,57,133
C#,./BlogEngine/BlogEngine.NET/Custom/Widgets/LinkList/LinkList.cs,15,0,132
HTML,./BlogEngine/BlogEngine.NET/admin/app/dashboard/dashboardView.html,0,20,132
C#,./BlogEngine/BlogEngine.Core/Data/ViewModels/BlogRollVM.cs,13,29,129
JavaScript,./BlogEngine/BlogEngine.NET/admin/app/security/profile/profileController.js,16,1,129
C#,./BlogEngine/BlogEngine.Core/Services/Packaging/Gallery.cs,17,24,128
C#,./BlogEngine/BlogEngine.Core/Web/HttpHandlers/ResourceHandler.cs,35,39,128
SCSS,./BlogEngine/BlogEngine.NET/admin/themes/standard/scss/modules/_tables.scss,21,4,128
JavaScript,./BlogEngine/BlogEngine.NET/admin/app/security/roles/roleController.js,11,0,127
C#,./BlogEngine/BlogEngine.NET/AppCode/Api/ToolsController.cs,15,0,126
C#,./BlogEngine/BlogEngine.NET/Custom/Extensions/SimpleCaptcha/SimpleCaptchaControl.cs,35,62,126
HTML,./BlogEngine/BlogEngine.NET/admin/app/settings/controls/blogrollView.html,2,0,126
C#,./BlogEngine/BlogEngine.Core/Providers/XmlProvider/CustomFields.cs,20,23,124
SCSS,./BlogEngine/BlogEngine.NET/admin/themes/standard/scss/modules/_buttons.scss,28,6,124
C#,./BlogEngine/BlogEngine.Core/Data/ViewModels/WidgetsVM.cs,9,43,123
C#,./BlogEngine/BlogEngine.Core/Providers/XmlProvider/Pages.cs,25,30,123
C#,./BlogEngine/BlogEngine.Core/Services/Security/Rights.cs,74,191,123
JavaScript,./BlogEngine/BlogEngine.NET/admin/app/editor/editor-helpers.js,15,0,123
C#,./BlogEngine/BlogEngine.Core/Providers/XmlProvider/Referrers.cs,23,51,122
