file,class,lines,used_count,using_me_count
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Data\Models\PostDetail.cs,BlogEngine.Core.Data.Models.PostDetail,34,2,4
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Web\Scripting\Helpers.cs,BlogEngine.Core.Web.Scripting.Helpers,46,2,3
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Data\Models\Lookups.cs,BlogEngine.Core.Data.Models.Lookups,16,2,3
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Data\Models\BlogUser.cs,BlogEngine.Core.Data.Models.BlogUser,14,2,3
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Data\ViewModels\CommentsVM.cs,BlogEngine.Core.Data.ViewModels.CommentsVM,6,2,3
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Data\ViewModels\SettingsVM.cs,BlogEngine.Core.Data.ViewModels.SettingsVM,175,2,3
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Data\Contracts\IWidgetsRepository.cs,BlogEngine.Core.Data.Contracts.IWidgetsRepository,,2,3
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Data\Contracts\IRolesRepository.cs,BlogEngine.Core.Data.Contracts.IRolesRepository,,2,3
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Data\Contracts\IBlogRepository.cs,BlogEngine.Core.Data.Contracts.IBlogRepository,,2,3
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Data\Contracts\ILookupsRepository.cs,BlogEngine.Core.Data.Contracts.ILookupsRepository,,2,3
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Data\Contracts\IPageRepository.cs,BlogEngine.Core.Data.Contracts.IPageRepository,,2,3
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Data\Contracts\IPostRepository.cs,BlogEngine.Core.Data.Contracts.IPostRepository,,2,3
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Data\Contracts\ISettingsRepository.cs,BlogEngine.Core.Data.Contracts.ISettingsRepository,,2,3
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Helpers\BlogGeneratorConfig.cs,BlogEngine.Core.BlogGeneratorConfig,69,2,2
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Services\Messaging\Ping\TrackbackMessage.cs,BlogEngine.Core.Ping.TrackbackMessage,19,2,2
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Services\Messaging\Ping\Trackback.cs,BlogEngine.Core.Ping.Trackback,26,2,1
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Services\Messaging\Ping\PingService.cs,BlogEngine.Core.Ping.PingService,28,2,1
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Web\HttpHandlers\Foaf.cs,BlogEngine.Core.Web.HttpHandlers.FoafPerson,70,2,1
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Web\Controls\PostNavigationBase.cs,BlogEngine.Core.Web.Controls.PostNavigationBase,26,2,1
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Services\Compilation\Design\ServerVariableExpressionEditor.cs,BlogEngine.Core.Compilation.Design.ServerVariableExpressionEditor,2,2,1
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Services\Compilation\Design\ServerVariableExpressionEditor.cs,BlogEngine.Core.Compilation.Design.ServerVariableExpressionEditor+ServerVariableExpressionEditorSheet,7,2,1
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Data\Contracts\ICustomFilterRepository.cs,BlogEngine.Core.Data.Contracts.ICustomFilterRepository,,2,1
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\AppCode\Controls\WidgetContainer.cs,App_Code.Controls.DefaultWidgetContainer,19,2,1
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Service References\GalleryServer\Reference.cs,BlogEngine.Core.GalleryServer.GalleryFeedContext,17,2,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Web\HttpHandlers\OpmlHandler.cs,BlogEngine.Core.Web.HttpHandlers.OpmlHandler,24,2,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Web\HttpHandlers\RsdHandler.cs,BlogEngine.Core.Web.HttpHandlers.RsdHandler,29,2,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\AppCode\Api\CategoriesController.cs,CategoriesController,27,2,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\AppCode\Api\DashboardController.cs,DashboardController,3,2,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\AppCode\Api\PingServicesController.cs,PingServicesController,29,2,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\AppCode\Api\NewsFeedController.cs,NewsFeedController,20,2,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\AppCode\Api\StatsController.cs,StatsController,3,2,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\AppCode\Api\UsersController.cs,UsersController,28,2,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\Custom\Themes\RazorHost\site.master.cs,RazorHostSite,26,2,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\AppCode\Controls\PageMenu.cs,App_Code.Controls.PageMenu,8,2,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\AppCode\Controls\SearchBox.cs,App_Code.Controls.SearchBox,14,2,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\Custom\Widgets\LinkList\LinkList.cs,BlogEngine.NET.Custom.Widgets.LinkList,71,2,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\AppCode\Api\PackageExtraController.cs,BlogEngine.NET.AppCode.Api.PackageExtraController,7,2,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Providers\CacheProvider\CacheProvider.cs,BlogEngine.Core.Providers.CacheProvider.CacheProvider,30,3,20
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Web\Extensions\ExtensionSettings.cs,BlogEngine.Core.Web.Extensions.ExtensionSettings,197,3,18
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Services\FileSystem\Directory.cs,BlogEngine.Core.FileSystem.Directory,43,3,15
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Providers\FileSystemProviders\BlogFileSystemProvider.cs,BlogEngine.Core.Providers.BlogFileSystemProvider,0,3,5
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Data\Contracts\ICommentsRepository.cs,BlogEngine.Core.Data.Contracts.ICommentsRepository,,3,3
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Data\Contracts\ITrashRepository.cs,BlogEngine.Core.Data.Contracts.ITrashRepository,,3,3
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Web\HttpModules\CompressionModule.cs,BlogEngine.Core.Web.HttpModules.CompressionModule,54,3,2
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Services\Syndication\BlogML\BlogMLExtendedPost.cs,BlogEngine.Core.API.BlogML.BlogMlExtendedPost,10,3,2
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Data\Services\Avatar.cs,BlogEngine.Core.Data.Services.Avatar,44,3,2
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Web\Extensions\DataStore\ExtensionSettingsBehavior.cs,BlogEngine.Core.DataStore.ExtensionSettingsBehavior,3,3,1
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Services\FileSystem\FileStoreDb.cs,BlogEngine.Core.FileSystem.FileStoreDb,8,3,1
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Web\BlogCulture.cs,BlogEngine.Core.Web.BlogCulture,800,3,1
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Web\Scripting\PageHeader.cs,BlogEngine.Core.Web.Scripting.PageHeader,93,3,1
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Web\HttpModules\WwwSubDomainModule.cs,BlogEngine.Core.Web.HttpModules.WwwSubDomainModule,27,3,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Web\HttpHandlers\OpenSearchHandler.cs,BlogEngine.Core.Web.HttpHandlers.OpenSearchHandler,29,3,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Web\Controls\PageSiteMap.cs,BlogEngine.Core.Web.Controls.PageSiteMap,28,3,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Providers\XmlProvider\XmlMembershipProvider.cs,BlogEngine.Core.Providers.XmlMembershipProvider,226,3,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\AppCode\Api\CommentFilterController.cs,CommentFilterController,20,3,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\AppCode\Api\BlogsController.cs,BlogsController,27,3,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\AppCode\Api\PagesController.cs,PagesController,28,3,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\AppCode\Api\PostsController.cs,PostsController,28,3,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\AppCode\Api\RolesController.cs,RolesController,38,3,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\AppCode\Api\WidgetsController.cs,WidgetsController,6,3,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\AppCode\Api\TagsController.cs,TagsController,18,3,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\AppCode\Controls\SearchOnSearch.cs,App_Code.Controls.SearchOnSearch,38,3,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\Custom\Widgets\CategoryList\CategoryList.cs,BlogEngine.NET.Custom.Widgets.CategoryList,12,3,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\Account\change-password.aspx.designer.cs,Account.ChangePassword,4,3,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\BusinessBase.cs,"BlogEngine.Core.BusinessBase<T,TKey>",111,4,87
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\IPublishable.cs,BlogEngine.Core.IPublishable,,4,34
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Web\Extensions\DataStore\WidgetSettings.cs,BlogEngine.Core.DataStore.WidgetSettings,4,4,5
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\AppCode\WebUtils.cs,App_Code.WebUtils,24,4,2
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Web\Extensions\DataStore\ExtensionSettings.cs,BlogEngine.Core.DataStore.ExtensionSettings,4,4,1
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Web\Controls\PageMenu.cs,BlogEngine.Core.Web.Controls.PageMenu,72,4,1
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\API\MetaWeblog\XMLRPCRequest.cs,BlogEngine.Core.API.MetaWeblog.XMLRPCRequest,192,4,1
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Data\DashboardRepository.cs,BlogEngine.Core.Data.DashboardRepository,3,4,1
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\Custom\Extensions\Recaptcha\RecaptchaLogger.cs,Recaptcha.RecaptchaLogger,26,4,1
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\Custom\Widgets\Newsletter\Newsletter.cs,BlogEngine.NET.Custom.Widgets.Newsletter,68,4,1
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Web\HttpHandlers\RatingHandler.cs,BlogEngine.Core.Web.HttpHandlers.RatingHandler,25,4,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Web\HttpHandlers\JavaScriptHandler.cs,BlogEngine.Core.Web.HttpHandlers.JavaScriptHandler,28,4,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Providers\DbProvider\DbMembershipProvider.cs,BlogEngine.Core.Providers.DbMembershipProvider,193,4,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Data\Services\TagCloud.cs,BlogEngine.Core.Data.Services.TagCloud,59,4,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\AppCode\Api\BlogRollController.cs,BlogRollController,20,4,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\AppCode\Api\CommentsController.cs,CommentsController,32,4,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\AppCode\Api\LookupsController.cs,LookupsController,10,4,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\AppCode\Api\TrashController.cs,TrashController,9,4,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\Custom\Extensions\ResolveLinks.cs,ResolveLinks,41,4,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\error.aspx.cs,error_occurred,9,4,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\error404.aspx.cs,error404,58,4,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\Custom\Extensions\StopForumSpam.cs,App_Code.Extensions.StopForumSpam,18,4,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\admin\menu.ascx.cs,Admin.Menu,30,4,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\Account\password-retrieval.aspx.designer.cs,Account.PasswordRetrieval,55,4,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Services\FileSystem\File.cs,BlogEngine.Core.FileSystem.File,57,5,15
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Web\Extensions\ManagedExtension.cs,BlogEngine.Core.Web.Extensions.ManagedExtension,97,5,9
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Referrer.cs,BlogEngine.Core.Referrer,66,5,5
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Data\ViewModels\BlogRollVM.cs,BlogEngine.Core.Data.ViewModels.BlogRollVM,91,5,4
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Web\Extensions\DataStore\XMLDocumentBehavior.cs,BlogEngine.Core.DataStore.XmlDocumentBehavior,22,5,3
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\AppCode\Controls\WidgetBase.cs,App_Code.Controls.WidgetBase,17,5,2
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Web\Extensions\DataStore\StringDictionaryBehavior.cs,BlogEngine.Core.DataStore.StringDictionaryBehavior,24,5,1
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\AppCode\Controls\PostCalendar.cs,App_Code.Controls.PostCalendar,72,5,1
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\AppCode\Controls\PostPager.cs,App_Code.Controls.PostPager,118,5,1
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\Custom\Extensions\SimpleCaptcha\SimpleCaptchaControl.cs,App_Code.Controls.SimpleCaptchaControl,43,5,1
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\Custom\Widgets\Common.cs,BlogEngine.NET.Custom.Widgets.Common,9,5,1
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Services\Security\SecuritySiteMapProvider.cs,BlogEngine.Core.SecuritySiteMapProvider,21,5,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Web\HttpHandlers\FileHandler.cs,BlogEngine.Core.Web.HttpHandlers.FileHandler,28,5,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Web\HttpHandlers\ImageHandler.cs,BlogEngine.Core.Web.HttpHandlers.ImageHandler,30,5,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Web\HttpHandlers\SiteMap.cs,BlogEngine.Core.Web.HttpHandlers.SiteMap,36,5,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\AppCode\Api\CustomFieldsController.cs,CustomFieldsController,22,5,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\AppCode\Api\LogsController.cs,LogsController,36,5,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\Custom\Extensions\SendNewsletters.cs,SendNewsletters,5,5,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\Custom\Extensions\Smilies.cs,Smilies,23,5,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\Account\login.aspx.designer.cs,Account.Login,18,5,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Comment.cs,BlogEngine.Core.Comment,67,6,32
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Services\FileSystem\Image.cs,BlogEngine.Core.FileSystem.Image,118,6,6
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Services\Messaging\Ping\Manager.cs,BlogEngine.Core.Ping.Manager,27,6,1
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Providers\FileSystemProviders\DbFileSystemProvider.cs,BlogEngine.Core.Providers.DbFileSystemExtensions,7,6,1
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\AppCode\Controls\WidgetContainer.cs,App_Code.Controls.WidgetContainer,34,6,1
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Web\HttpModules\ReferrerModule.cs,BlogEngine.Core.Web.HttpModules.ReferrerModule,40,6,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Web\HttpHandlers\TrackbackHandler.cs,BlogEngine.Core.Web.HttpHandlers.TrackbackHandler,52,6,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Providers\DbProvider\DbRoleProvider.cs,BlogEngine.Core.Providers.DbRoleProvider,162,6,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Providers\XmlProvider\XmlRoleProvider.cs,BlogEngine.Core.Providers.XmlRoleProvider,178,6,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\Custom\Extensions\BreakPost.cs,BreakPost,40,6,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\Custom\Extensions\Recaptcha\Recaptcha.cs,Recaptcha.Recaptcha,42,6,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\Custom\Extensions\SimpleCaptcha\SimpleCaptcha.cs,App_Code.Controls.SimpleCaptcha,22,6,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\Custom\Widgets\MonthList\MonthList.cs,BlogEngine.NET.Custom.Widgets.MonthList,26,6,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Helpers\BlogGenerator.cs,BlogEngine.Core.BlogGenerator,107,7,4
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Web\Controls\RelatedPostsBase.cs,BlogEngine.Core.Web.Controls.RelatedPostsBase,36,7,1
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\API\MetaWeblog\XMLRPCResponse.cs,BlogEngine.Core.API.MetaWeblog.XMLRPCResponse,571,7,1
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\admin\Extensions\Settings.ascx.cs,Admin.Extensions.UserControlSettings,269,7,1
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Web\HttpModules\UrlRewrite.cs,BlogEngine.Core.Web.HttpModules.UrlRewrite,90,7,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Web\HttpHandlers\PingbackHandler.cs,BlogEngine.Core.Web.HttpHandlers.PingbackHandler,103,7,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Providers\FileSystemProviders\UNCFileSystemProvider.cs,BlogEngine.Core.Providers.UNCFileSystemProvider,116,7,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Providers\FileSystemProviders\XmlFileSystemProvider.cs,BlogEngine.Core.Providers.XmlFileSystemProvider,98,7,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\AppCode\Api\FileManagerController.cs,FileManagerController,23,7,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\contact.aspx.cs,contact,95,7,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\Custom\Extensions\Logger.cs,App_Code.Extensions.Logger,30,7,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\admin\Extensions\Settings.aspx.cs,Admin.Extensions.Settings,29,7,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\Account\create-blog.aspx.designer.cs,Account.CreateBlog,34,7,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\Account\register.aspx.designer.cs,Account.Register,33,7,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Blog.cs,BlogEngine.Core.Blog,279,8,80
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Category.cs,BlogEngine.Core.Category,82,8,27
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Web\Extensions\ExtensionManager.cs,BlogEngine.Core.Web.Extensions.ExtensionManager,139,8,25
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Services\Security\Right.cs,BlogEngine.Core.Right,215,8,9
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Data\Services\CustomFieldsParser.cs,BlogEngine.Core.Data.Services.CustomFieldsParser,100,8,5
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Web\UrlRules.cs,BlogEngine.Core.Web.UrlRules,140,8,1
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Data\CommentFilterRepository.cs,BlogEngine.Core.Data.CommentFilterRepository,87,8,1
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Data\SettingsRepository.cs,BlogEngine.Core.Data.SettingsRepository,177,8,1
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Services\FileSystem\FileSystemUtilities.cs,BlogEngine.Core.FileSystem.FileSystemUtilities,75,8,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Web\HttpHandlers\Apml.cs,BlogEngine.Core.Web.HttpHandlers.Apml,112,8,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\AppCode\Api\SettingsController.cs,SettingsController,31,8,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\Custom\Extensions\BBCode.cs,BBCode,45,8,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\BlogSettings.cs,BlogEngine.Core.BlogSettings,314,9,65
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Services\Packaging\Gallery.cs,BlogEngine.Core.Packaging.Gallery,55,9,4
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Web\Scripting\WebResourceFilter.cs,BlogEngine.Core.Web.Scripting.WebResourceFilter,72,9,1
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Services\Syndication\BlogML\BlogReader.cs,BlogEngine.Core.API.BlogML.BlogReader,165,9,1
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Data\CustomFieldRepository.cs,BlogEngine.Core.Data.CustomFieldRepository,52,9,1
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Data\BlogRepository.cs,BlogEngine.Core.Data.BlogRepository,58,9,1
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Data\StatsRepository.cs,BlogEngine.Core.Data.StatsRepository,46,9,1
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Data\TagRepository.cs,BlogEngine.Core.Data.TagRepository,59,9,1
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Web\HttpHandlers\BlogMLExportHandler.cs,BlogEngine.Core.Web.HttpHandlers.BlogMLExportHandler,233,9,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.Core\Web\HttpHandlers\Foaf.cs,BlogEngine.Core.Web.HttpHandlers.Foaf,115,9,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\AppCode\Api\PackagesController.cs,PackagesController,73,9,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\search.aspx.cs,search,109,9,0
C:\code\BlogEngineDotNet\BlogEngine.NET\BlogEngine\BlogEngine.NET\AppCode\Controls\WidgetZone.cs,App_Code.Controls.WidgetZone,33,9,0
